task_id,track,tool,difficulty,data_type,evaluator,scoring_type,task_dir,generator,prompt_path,visible_files_count,hidden_files_count,has_oracle,bug_type,question_type,template,mutant_name,expected_error_category,p3_source,backend
p3_timing_000520,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000520,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000520/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000521,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000521,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000521/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000522,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000522,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000522/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000523,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000523,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000523/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000524,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000524,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000524/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000525,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000525,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000525/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000526,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000526,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000526/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000527,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000527,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000527/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000528,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000528,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000528/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000529,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000529,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000529/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000530,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000530,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000530/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000531,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000531,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000531/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000532,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000532,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000532/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000533,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000533,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000533/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000534,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000534,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000534/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000535,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000535,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000535/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000536,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000536,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000536/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000537,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000537,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000537/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000538,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000538,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000538/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000539,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000539,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000539/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000540,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000540,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000540/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000541,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000541,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000541/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000542,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000542,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000542/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000543,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000543,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000543/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000544,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000544,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000544/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000545,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000545,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000545/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000546,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000546,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000546/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000547,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000547,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000547/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000548,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000548,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000548/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000549,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000549,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000549/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000550,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000550,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000550/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000551,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000551,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000551/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000552,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000552,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000552/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000553,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000553,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000553/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000554,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000554,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000554/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000555,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000555,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000555/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000556,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000556,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000556/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000557,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000557,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000557/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000558,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000558,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000558/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000559,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000559,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000559/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000560,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000560,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000560/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000561,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000561,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000561/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000562,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000562,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000562/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000563,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000563,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000563/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000564,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000564,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000564/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000565,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000565,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000565/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000566,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000566,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000566/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000567,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000567,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000567/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000568,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000568,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000568/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000569,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000569,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000569/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000570,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000570,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000570/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000571,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000571,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000571/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000572,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000572,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000572/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000573,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000573,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000573/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000574,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000574,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000574/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000575,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000575,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000575/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000576,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000576,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000576/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000577,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000577,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000577/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000578,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000578,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000578/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000579,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000579,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000579/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000580,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000580,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000580/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000581,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000581,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000581/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000582,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000582,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000582/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000583,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000583,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000583/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000584,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000584,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000584/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000585,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000585,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000585/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000586,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000586,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000586/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000587,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000587,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000587/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000588,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000588,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000588/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000589,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000589,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000589/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000590,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000590,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000590/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000591,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000591,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000591/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000592,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000592,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000592/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000593,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000593,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000593/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000594,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000594,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000594/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000595,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000595,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000595/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000596,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000596,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000596/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000597,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000597,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000597/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000598,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000598,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000598/prompt.md,2,0,True,,required_time,,,,synthetic,pt
p3_timing_000599,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000599,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000599/prompt.md,2,0,True,,arrival_time,,,,synthetic,pt
p3_timing_000600,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000600,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000600/prompt.md,2,0,True,,slack_of_named_path,,,,synthetic,pt
p3_timing_000601,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000601,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000601/prompt.md,2,0,True,,wns,,,,synthetic,pt
p3_timing_000602,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000602,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000602/prompt.md,2,0,True,,tns,,,,synthetic,pt
p3_timing_000603,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000603,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000603/prompt.md,2,0,True,,worst_endpoint,,,,synthetic,pt
p3_timing_000604,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000604,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000604/prompt.md,2,0,True,,worst_startpoint,,,,synthetic,pt
p3_timing_000605,p3_timing_report_qa,pt,easy,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000605,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000605/prompt.md,2,0,True,,violating_paths,,,,synthetic,pt
p3_timing_000606,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000606,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000606/prompt.md,2,0,True,,path_group,,,,synthetic,pt
p3_timing_000607,p3_timing_report_qa,pt,medium,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000607,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000607/prompt.md,2,0,True,,clock_name,,,,synthetic,pt
p3_timing_000608,p3_timing_report_qa,pt,hard,template_synthetic,timing_report_qa.TimingReportQAEvaluator,answer_match:1.0,p3_timing_report_qa/generated/p3_timing_000608,p3_timing_report_qa_gen.py,p3_timing_report_qa/generated/p3_timing_000608/prompt.md,2,0,True,,required_time,,,,synthetic,pt
